# Segments csv created Sun Mar  5 10:54:31 2017
# num_ytids=22160, num_segs=22160, num_unique_labels=527, num_positive_labels=52882
# YTID, start_seconds, end_seconds, positive_labels
BaB9bAHskUU, 260.000, 270.000, "/m/04fq5q,/m/04rlf,/m/04szw"
Bcs-E6kVjqQ, 200.000, 210.000, "/m/015lz1,/m/016cjb,/m/02mscn,/m/04rlf"
Bd9TjPP31U0, 130.000, 140.000, "/m/015lz1,/m/0gywn"
BdQDuT6rJfU, 10.000, 20.000, "/m/015lz1,/m/01b9nn,/m/02rr_,/m/04rlf,/t/dd00125"
Bea_2ANKJ5o, 0.000, 10.000, "/m/015lz1,/m/02cz_7,/m/04rlf"
BfUoopDpmmY, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/05fw6t,/m/074ft"
BhJa0kTUdGY, 50.000, 60.000, "/m/015lz1,/m/018j2,/m/01lyv,/m/04rlf"
BiqPn3d_dKM, 150.000, 160.000, "/m/02bxd,/m/04rlf,/m/04szw"
BkiVd188Cqs, 0.000, 10.000, "/m/01j4z9,/m/07k1x,/m/0_ksk"
BqIZipifARo, 80.000, 90.000, "/m/0342h,/m/04rlf,/m/04szw,/m/06w87,/m/0fx80y"
BtAhd1y-41o, 30.000, 40.000, "/m/01d380,/m/07k1x,/m/083vt,/m/0_ksk"
C-7ubPOCeJk, 240.000, 250.000, "/m/015lz1,/m/02x8m"
C0AQyOVGvFM, 100.000, 110.000, "/m/015lz1,/m/04rlf,/m/06j6l"
C2Kx6S0pU9g, 40.000, 50.000, "/m/015lz1,/m/016cjb,/m/02mscn,/m/04rlf,/m/0l14jd,/m/0y4f8"
CA-ImQKosT0, 190.000, 200.000, "/m/015lz1,/m/05lls"
CAbNGe1PWoY, 130.000, 140.000, "/m/0342h,/m/03lty,/m/04rlf,/m/04szw,/m/0fx80y"
CEmbZUIXmO0, 130.000, 140.000, "/m/015lz1,/m/0342h,/m/07brj"
CFUB2_5zHzg, 30.000, 40.000, "/m/01b82r,/m/07k1x,/m/07pdjhy,/m/083vt,/m/0_ksk"
CFqGzYvwdX4, 160.000, 170.000, "/m/07k1x,/t/dd00088"
CHo8wKj9J1w, 30.000, 40.000, "/m/026t6,/m/04rlf,/m/04szw,/m/05r5wn,/m/0l14md"
CJd4vO8jkyE, 70.000, 80.000, "/m/01lyv,/m/0342h,/m/04rlf,/m/04szw,/m/06w87,/m/0fx80y,/m/0gg8l"
CKEPPcaCjbw, 60.000, 70.000, "/m/01b9nn,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
CKogmNGkGHE, 180.000, 190.000, "/m/015lz1,/m/0326g,/m/04rlf,/m/09x0r,/m/0l15bq"
CM7jMnBXw2Y, 20.000, 30.000, "/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07pt_g0,/m/0fx80y,/m/0l14_3"
CMrLI300cAk, 190.000, 200.000, "/m/015lz1,/m/04rlf,/m/05w3f"
CSaXbTIs8gk, 60.000, 70.000, "/m/015lz1,/m/04rlf,/m/07rn7sz"
CSzMTqkLHyg, 60.000, 70.000, "/m/02bxd,/m/04rlf,/m/04szw"
CTdXw23Ksv8, 10.000, 20.000, "/m/015lz1,/m/01lyv"
CU_jg52YOaE, 160.000, 170.000, "/m/015lz1,/m/01swy6,/m/04rlf"
CZZSQ6rd8h0, 110.000, 120.000, "/m/04rlf,/m/04szw,/m/07y_7,/m/0ggq0m,/m/0l14_3"
CZmjSr9_TDM, 30.000, 40.000, "/m/015lz1,/m/028sqc,/m/04rlf,/m/064t9,/m/07p78v5"
CZyFrGVxeOg, 210.000, 220.000, "/m/015lz1,/m/04rlf,/m/07p78v5"
CaCjiFUL6Fg, 170.000, 180.000, "/m/015lz1,/m/015vgc,/m/028sqc,/m/04rlf,/m/0ggq0m"
CbzGQy37k-c, 30.000, 40.000, "/m/04rlf,/m/04szw,/m/07y_7,/m/09x0r,/m/0gg8l"
Ch5nAE76soo, 250.000, 260.000, "/m/015lz1,/m/04rlf,/m/07sr1lc,/t/dd00127"
ChAIfLwT6gU, 80.000, 90.000, "/m/01d380,/m/07k1x,/m/0_ksk"
ChqJYrmQIN4, 50.000, 60.000, "/m/015lz1,/m/02p0sh1,/m/04rlf,/m/04szw,/m/05pd6,/m/09x0r,/m/0g293,/m/0mkg"
Ck_bvV8Aa-k, 170.000, 180.000, "/m/03_d0,/m/04rlf,/m/04szw"
D-IfEp83CCs, 170.000, 180.000, "/m/015lz1,/m/04rlf,/m/05r6t"
D-PxXM2I5gY, 0.000, 10.000, "/m/01b9nn,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00126"
D4GVgBX1eYc, 80.000, 90.000, "/m/01xqw,/m/04rlf,/m/04szw,/m/04wptg,/m/05pd6,/m/07y_7,/m/0ggq0m"
D5wgYrmB9tk, 250.000, 260.000, "/m/015lz1,/m/01swy6,/m/04rlf,/t/dd00003"
D7z2Q-hH25s, 30.000, 40.000, "/m/015lz1,/m/0164x2,/m/04rlf,/m/0ln16"
D9893od03Sc, 0.000, 10.000, "/m/0155w,/m/015lz1"
DAX9uKYlDvw, 120.000, 130.000, "/m/04rlf,/m/04szw,/m/0g293,/m/0l14md,/m/0ln16"
DFdYd-jsIsA, 70.000, 80.000, "/m/015lz1,/m/04rlf,/m/07sr1lc"
DIbc7G-q6Rg, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/0dq0md"
DPxl8K8I7zw, 180.000, 190.000, "/m/015lz1,/m/0k65p"
DQlD2RgrqOA, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/0dq0md"
DV5mynb77JM, 10.000, 20.000, "/m/01glhc,/m/0342h,/m/04szw,/m/0fx80y"
DXi8C1TvuG8, 120.000, 130.000, "/m/015lz1,/m/018j2,/m/04rzd,/m/0gg8l"
DbUJsbGLJUo, 230.000, 240.000, "/m/01d380,/m/07k1x,/m/0_ksk"
DeCH63ZLRCQ, 10.000, 20.000, "/m/01d380,/m/07k1x,/m/0_ksk"
DhFXQ7yqLi0, 40.000, 50.000, "/m/018vs,/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
DhyUGaTreeI, 110.000, 120.000, "/m/015lz1,/m/04rlf,/m/04szw,/m/07xzm"
Dv21JlCT4_k, 40.000, 50.000, "/m/015lz1,/m/0l14jd"
DvN5813H7Bo, 190.000, 200.000, "/m/015lz1,/m/04rlf,/m/0gywn"
Dx58W7opw5A, 0.000, 10.000, "/m/02bxd,/m/0342h,/m/04rlf,/m/04szw"
E3V9Cw05yqU, 70.000, 80.000, "/m/01d380,/m/07k1x,/m/0_ksk"
E6050fTGcUY, 370.000, 380.000, "/m/01d380,/m/07k1x,/m/0_ksk"
E75SfJgCyoE, 540.000, 550.000, "/m/04rlf,/m/04szw,/m/0jtg0"
EBpa2CADNJA, 140.000, 150.000, "/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/09x0r,/m/0fx80y"
EFOrh8p3na4, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/07brj,/m/0ln16"
EN5mN3xpQ-s, 180.000, 190.000, "/m/015lz1,/m/04rlf,/t/dd00003"
EPjfqS5NvCY, 30.000, 40.000, "/m/0342h,/m/04rlf,/m/04szw,/m/06w87,/m/09x0r,/m/0fx80y"
ET7yQfaiF_8, 30.000, 40.000, "/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
EWiUOmNW3SM, 200.000, 210.000, "/m/015lz1,/m/015vgc,/m/04rlf"
EXmVG6QIuBQ, 20.000, 30.000, "/m/02cz_7,/m/04rlf,/m/04szw"
EYGW76lTa2o, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/0dq0md"
Ea9GzQ7331w, 30.000, 40.000, "/m/018j2,/m/04rlf,/m/04rzd,/m/04szw,/m/0fx80y"
Ec3-d7HqNtw, 80.000, 90.000, "/m/01d380,/m/07k1x,/m/0_ksk"
Eik4pZ3mjMI, 130.000, 140.000, "/m/015lz1,/m/04rlf,/m/0dq0md"
EjHB5MD-_jA, 40.000, 50.000, "/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0g12c5"
Ekoh6TJpA88, 60.000, 70.000, "/m/0140xf,/m/015lz1,/m/04rlf,/m/074ft,/m/0l14jd"
ElYFnQa1fug, 510.000, 520.000, "/m/01d380,/m/07k1x,/m/0_ksk"
Emc18GpAeRY, 80.000, 90.000, "/m/015lz1,/m/015vgc,/m/04rlf,/m/04szw,/m/0ggq0m,/m/0l14md"
EptdhC17avY, 30.000, 40.000, "/m/0326g,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
EsssGCL-Axw, 70.000, 80.000, "/m/015lz1,/m/04rlf,/m/0l14jd"
EtG-bPzv38U, 330.000, 340.000, "/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5,/t/dd00125"
EwAUvy_WqaI, 280.000, 290.000, "/m/015lz1,/m/04rlf,/m/07p6fty"
F1uXNtotVsg, 30.000, 40.000, "/m/01glhc,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y"
F2ekiX14ID4, 100.000, 110.000, "/m/01xqw,/m/04rlf,/m/04szw,/m/0ggq0m,/m/0l14_3"
FBXBDe3OU5s, 90.000, 100.000, "/m/04rlf,/m/04szw,/m/0l14md,/m/0l156b"
FEuXIeWoCQQ, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/0g293,/m/0ln16"
FHC7gN3NnX8, 60.000, 70.000, "/m/015lz1,/m/074ft,/m/0l14jd,/m/0z9c"
FLdOW36aK6I, 40.000, 50.000, "/m/015lz1,/m/04rlf,/m/05w3f"
FR21vCJN3oQ, 70.000, 80.000, "/m/015lz1,/m/015vgc,/m/04rlf"
FXVu-YwjhxM, 200.000, 210.000, "/m/0155w,/m/015lz1"
FY8bZRm_QiE, 50.000, 60.000, "/m/015lz1,/m/04rlf,/m/06rqw"
FYux89o7Hhk, 390.000, 400.000, "/m/015lz1,/m/04rlf,/m/09x0r,/m/0g293,/m/0ln16"
FesMBaJ1v4U, 550.000, 560.000, "/m/07k1x,/m/07rrh0c"
G2vOIsJb4FI, 10.000, 20.000, "/m/015lz1,/m/0z9c"
G6yj0mCl_Iw, 70.000, 80.000, "/m/015lz1,/m/05r6t"
GHgkNOfGLDA, 50.000, 60.000, "/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt"
GUwBLItoJXk, 60.000, 70.000, "/m/015lz1,/m/0326g,/m/0342h,/m/04rlf,/m/09x0r,/m/0g293"
GW6pti04qIo, 130.000, 140.000, "/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/09x0r,/m/0b_fwt,/m/0fx80y"
GWX7U2J4HCk, 170.000, 180.000, "/m/015lz1,/m/04rlf,/m/07pws3f,/m/09x0r"
GcYeBWujhjw, 10.000, 20.000, "/m/02hnl,/m/0342h,/m/04rlf,/m/04szw,/m/06by7,/m/07pt_g0"
GfsVr9m7fc4, 510.000, 520.000, "/m/015lz1,/m/04rlf,/m/06j6l,/m/07p78v5,/m/0glt670"
Gi-8aOA8B5Q, 50.000, 60.000, "/m/0342h,/m/04szw,/m/07xzm,/m/0fx80y"
Gow0TlxIx7U, 220.000, 230.000, "/m/015lz1,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0xzly"
GqIX9Fl35zs, 220.000, 230.000, "/m/04rlf,/m/04szw,/m/0fx80y,/m/0jtg0"
GuHDy--gWiM, 30.000, 40.000, "/m/018j2,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
GuJdy864xWM, 30.000, 40.000, "/m/015lz1,/m/02w4v,/m/04rlf"
H0Zaevi3IUw, 100.000, 110.000, "/m/015lz1,/m/04rlf,/t/dd00003,/t/dd00126"
H6Y_7Ax34-g, 290.000, 300.000, "/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y,/t/dd00125"
HAG4lUaN7n4, 40.000, 50.000, "/m/015lz1,/m/04rlf,/m/07s04w4,/m/09x0r"
HENNy41BwOM, 120.000, 130.000, "/m/015lz1,/m/04rlf,/m/07p6fty"
HJuR9WJ1iRY, 40.000, 50.000, "/m/01xqw,/m/04rlf,/m/04szw,/m/04wptg,/m/0ggq0m"
HQ9HlWProm0, 30.000, 40.000, "/m/0326g,/m/0342h,/m/042v_gx,/m/04rlf,/m/04rzd,/m/04szw,/m/07s0s5r,/m/09x0r,/m/0fx80y"
HY1KdNS19CM, 0.000, 10.000, "/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5"
He63KV_9Pwg, 60.000, 70.000, "/m/015lz1,/m/04rlf,/m/064t9,/m/07rwj3x"
Hn46VuvS88Y, 30.000, 40.000, "/m/02sgy,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y"
Hob0LAu8afQ, 110.000, 120.000, "/m/018vs,/m/01b9nn,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
Hohf6LqRCvg, 110.000, 120.000, "/m/015lz1,/m/04rlf,/m/07p6fty"
HtZKBWiVPbI, 250.000, 260.000, "/m/015lz1,/m/04rlf,/m/06w87"
HyXMWRU9Owc, 130.000, 140.000, "/m/015lz1,/m/02w4v,/m/04rlf"
I40wIyiuOCw, 170.000, 180.000, "/m/01d380,/m/07k1x,/m/0_ksk"
IGXzHZTCSso, 300.000, 310.000, "/m/032n05,/m/04rlf,/m/04szw"
II1oyaWPiD0, 160.000, 170.000, "/m/01kcd,/m/025_jnm,/m/04rlf,/m/04szw,/m/07gql,/m/09x0r"
IIK0EuHyb6w, 130.000, 140.000, "/m/01jnbd,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
IJVgBPKFyZc, 80.000, 90.000, "/m/015lz1,/m/03lty,/m/04rlf,/m/074ft"
IKfmu7tAyUE, 30.000, 40.000, "/m/0326g,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
IO8vytUTO1E, 30.000, 40.000, "/m/0342h,/m/04rlf,/m/04szw,/m/06w87"
IPO79GrOYjg, 270.000, 280.000, "/m/015lz1,/m/04rlf,/m/064t9,/m/0xzly"
IQxr3xwAbKk, 40.000, 50.000, "/m/02bxd,/m/04rlf,/m/04szw,/t/dd00125"
ITq14s8h92I, 400.000, 410.000, "/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/t/dd00125"
I_a9OhfTcIc, 10.000, 20.000, "/m/015lz1,/m/04rlf,/m/0y4f8,/m/0z9c"
I_wT76iYBdQ, 60.000, 70.000, "/m/015lz1,/m/0342h,/m/04rlf,/m/04szw,/m/07xzm,/m/09x0r,/m/0fx80y"
IbVqpwqFkls, 200.000, 210.000, "/m/015lz1,/m/04rlf,/m/07s8j8t"
IdY9DrCR3I0, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/0z9c"
IeEIHuokSo0, 280.000, 290.000, "/m/01b82r,/m/07k1x,/m/07pdjhy,/m/083vt,/m/0_ksk"
IePfzUzlDng, 40.000, 50.000, "/m/0342h,/m/04rlf,/m/04szw,/m/05w3f,/m/0fx80y"
Ieef9l-gWN8, 20.000, 30.000, "/m/04rlf,/m/04szw,/m/05pd6,/m/0ggq0m"
IhCR_WFKI_c, 250.000, 260.000, "/m/015lz1,/m/02p0sh1,/m/04rlf,/m/0l14jd"
IhDfxIBqaLA, 230.000, 240.000, "/m/015lz1,/m/04rlf,/m/07p6fty,/t/dd00126"
Ij1-640aafg, 30.000, 40.000, "/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0b_fwt,/m/0fx80y,/t/dd00125"
IjP5kKfgBiI, 30.000, 40.000, "/m/01z7dr,/m/0342h,/m/04rlf,/m/04szw,/m/05148p4,/m/05r5c"
InfQUMh935c, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/06by7,/m/07sbbz2"
IvOhXxkTYwE, 140.000, 150.000, "/m/015lz1,/m/02fxyj,/m/04rlf"
IxADrhzIXjo, 70.000, 80.000, "/m/015lz1,/m/04rlf,/m/07p6fty,/m/07rwj3x"
J1_JJiaAwqk, 80.000, 90.000, "/m/015lz1,/m/0dls3"
J3wjsyx_R98, 300.000, 310.000, "/m/015lz1,/m/0b9m1"
JCAJJfRUH94, 120.000, 130.000, "/m/015lz1,/m/04rlf,/m/0dq0md"
JDWPJ1AiDKc, 30.000, 40.000, "/m/01lyv,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/09x0r,/m/0fx80y,/m/0gg8l"
JEvaWSdgptQ, 160.000, 170.000, "/m/015lz1,/m/04rlf,/m/07qcpgn"
JGg1lCeizRY, 340.000, 350.000, "/m/01d380,/m/07k1x,/m/0_ksk"
JIuep-pOS0U, 50.000, 60.000, "/m/015lz1,/m/0gg8l"
JKD_GiVHXRY, 0.000, 10.000, "/m/015lz1,/m/04rlf,/m/07rwj3x,/m/09x0r"
JLYb7DwCaQU, 0.000, 10.000, "/m/0155w,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
JP0_mYPJJI8, 20.000, 30.000, "/m/01d380,/m/07k1x,/m/0_ksk"
JQP1DQWiidM, 30.000, 40.000, "/m/0326g,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r"
JSbup3T3N-Y, 70.000, 80.000, "/m/015lz1,/m/02fxyj"
JUwu4xOs8K4, 40.000, 50.000, "/m/015lz1,/m/06j64v"
JWtm5vv8FSk, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/0dq0md"
JYYfw3id3ek, 140.000, 150.000, "/m/018j2,/m/04rlf,/m/04szw,/m/0fx80y,/m/0gg8l"
Jfo33STND68, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/0dq0md"
JqQVax-LLYM, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/0ln16"
JvSD_04TBR4, 80.000, 90.000, "/m/015lz1,/m/04rlf,/m/07p6fty,/t/dd00126"
JwVUq6EZEiE, 50.000, 60.000, "/m/015lz1,/m/04rlf,/m/05w3f,/m/06by7,/m/074ft"
JyxIO7E9Nr0, 60.000, 70.000, "/m/015lz1,/m/04rlf,/m/07xzm"
K63Z_abB314, 10.000, 20.000, "/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y"
K9pw8e3n1jg, 350.000, 360.000, "/m/01b82r,/m/07k1x,/m/07pdjhy,/m/083vt,/m/0_ksk"
K9zE9x2ccJk, 80.000, 90.000, "/m/015lz1,/m/04rlf,/m/064t9,/m/074ft"
KB4e9v_5uTE, 170.000, 180.000, "/m/01kcd,/m/04fq5q,/m/04rlf,/m/04szw,/m/05pd6"
KChjW89XOF0, 30.000, 40.000, "/m/02w4v,/m/0326g,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
KHp9nGctX7g, 70.000, 80.000, "/m/015lz1,/m/05w3f"
KSFND-AdqZs, 90.000, 100.000, "/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/06by7,/m/0b9m1,/m/0fx80y,/m/0g12c5"
KWSoVfu47l0, 70.000, 80.000, "/m/01d380,/m/07k1x,/m/0_ksk"
KcvrS3aRxzc, 90.000, 100.000, "/m/015lz1,/m/05lls"
KduU8kmRsLg, 0.000, 10.000, "/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0b_fwt,/m/0fx80y"
KfLxBjl-aBU, 0.000, 10.000, "/m/02bxd,/m/04rlf,/m/04szw"
KiIXsM_m6u4, 250.000, 260.000, "/m/015lz1,/m/03lty,/m/04rlf,/m/06by7,/m/0dls3"
Kno1Qt815WI, 160.000, 170.000, "/m/015lz1,/m/04rlf,/m/07p6fty,/m/07sr1lc,/t/dd00128"
KrWXNAOHWuE, 20.000, 30.000, "/m/0326g,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y"
KyRJP_fDrbk, 180.000, 190.000, "/m/015lz1,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
L1fxVVl_1bM, 500.000, 510.000, "/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
L9cNzJUOYuk, 200.000, 210.000, "/m/015lz1,/m/04rlf,/m/07szfh9"
LAeyVmgus2k, 120.000, 130.000, "/m/01j4z9,/m/07k1x,/m/09x0r"
LEzaTWceGDs, 80.000, 90.000, "/m/01b9nn,/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0g12c5"
LFEvApSmJeQ, 50.000, 60.000, "/m/015lz1,/m/09x0r,/t/dd00005"
LGW99kSaf6M, 400.000, 410.000, "/m/015lz1,/m/03m5k,/m/04rlf,/m/04szw,/m/07brj,/m/07y_7"
LGpxOU75n4c, 80.000, 90.000, "/m/01d380,/m/07k1x,/m/0_ksk"
LGrAwQnZ6Bs, 100.000, 110.000, "/m/0395lw,/m/04rlf,/m/04szw,/m/0l14md"
LHTA8VZGoMs, 10.000, 20.000, "/m/018vs,/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0l14_3"
LJsYl38zPOQ, 140.000, 150.000, "/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y"
LKVSEQCLCLo, 10.000, 20.000, "/m/04rlf,/m/04szw,/m/05148p4,/m/05r5c,/m/0l14qv"
LLzVj5ncI3A, 200.000, 210.000, "/m/015lz1,/m/0ln16"
LMJWoxICNgA, 130.000, 140.000, "/m/02p01q,/m/07k1x,/m/07pdjhy,/m/0_ksk"
LR3U4b_fVBc, 190.000, 200.000, "/m/015y_n,/m/04szw,/m/05148p4"
LcwRja6F0uQ, 40.000, 50.000, "/m/015lz1,/m/016cjb,/m/04rlf,/m/074ft,/m/0z9c"
LkcaWTmEsvY, 10.000, 20.000, "/m/015lz1,/m/015vgc,/m/04rlf"
LpcvkXs49Zo, 300.000, 310.000, "/m/018vs,/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5"
LtEgseg6Hzo, 140.000, 150.000, "/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0g12c5,/t/dd00125"
LtORSkwbAfI, 0.000, 10.000, "/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00127"
M-YLlWTiIYI, 10.000, 20.000, "/m/015lz1,/m/015vgc"
MCXt6bfg5-o, 60.000, 70.000, "/m/015lz1,/m/04rlf,/m/0z9c"
MFk_M8UMlYY, 310.000, 320.000, "/m/07k1x,/m/083vt,/m/08j51y"
MHHshnnqyco, 220.000, 230.000, "/m/02p0sh1,/m/04rlf,/m/04szw,/m/06j64v,/m/0fx80y,/m/0l14_3"
MHgPpImV7b4, 20.000, 30.000, "/m/0140xf,/m/015lz1,/m/02mscn,/m/03r5q_,/m/04rlf,/t/dd00006"
MLtLINiwqpo, 150.000, 160.000, "/m/04rlf,/m/04szw,/m/0dwsp,/m/0dwt5,/m/0l14md"
MMEMEAXApUQ, 21.000, 31.000, "/m/01d380,/m/07k1x,/m/0_ksk"
MOH7Vpy7A_E, 0.000, 10.000, "/m/025_jnm,/m/0342h,/m/04szw,/m/0fx80y"
MQ1Q7xydJPU, 220.000, 230.000, "/m/01j4z9,/m/026t6,/m/0342h,/m/03lty,/m/04rlf,/m/04szw,/m/06by7"
MRwVio7Vxp4, 270.000, 280.000, "/m/0342h,/m/04rlf,/m/04szw,/m/0fd3y,/m/0fx80y,/t/dd00125"
MS8VU468rKk, 320.000, 330.000, "/m/0342h,/m/04rlf,/m/04szw,/m/0b9m1,/m/0fx80y,/t/dd00125"
MX0wS7MX3Zo, 190.000, 200.000, "/m/04rlf,/m/04szw,/m/07kc_"
MX7d8HjoHqI, 50.000, 60.000, "/m/01d380,/m/07k1x,/m/0_ksk"
MgdYDs97bLk, 77.000, 87.000, "/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0g12c5"
Mhvgz5AjV3U, 30.000, 40.000, "/m/0326g,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y,/m/0ggq0m"
MiWskwqOMrg, 30.000, 40.000, "/m/01b9nn,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y"
MmD0QC5W_vc, 40.000, 50.000, "/m/015lz1,/m/01swy6,/m/074ft,/m/09x0r"
MmYWOUg9hgA, 30.000, 40.000, "/m/015lz1,/m/0326g,/m/04rlf"
Mo2hGCIYGF0, 150.000, 160.000, "/m/015lz1,/m/04rlf,/m/04szw,/m/0gg8l"
MpjN21Z93JY, 180.000, 190.000, "/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y"
MsIHSmpTFQg, 110.000, 120.000, "/m/015lz1,/m/04rlf,/m/05lls"
MuwgY_TRTW0, 40.000, 50.000, "/m/015lz1,/m/028sqc,/m/04rlf,/m/064t9"
N-6sgaLLy5o, 130.000, 140.000, "/m/015lz1,/m/04rlf,/m/0b9m1"
N3hy3OAIvgM, 230.000, 240.000, "/m/0164x2,/m/04rlf,/m/04szw,/m/06j64v,/m/07y_7"
N8Fg3L1Cc5E, 20.000, 30.000, "/m/015lz1,/m/0395lw,/m/04rlf"
NB5KF-oO_NM, 140.000, 150.000, "/m/04rlf,/m/04szw,/m/06w87"
NBnz0xV9nb4, 200.000, 210.000, "/m/0140xf,/m/01s0ps,/m/02mscn,/m/04rlf,/m/04szw,/m/0ggq0m"
NFxrklctboo, 570.000, 580.000, "/m/015lz1,/m/04rlf,/m/07pt_g0"
NP5iO_HB-f0, 190.000, 200.000, "/m/02lkt,/m/04rlf,/m/04szw,/m/0cfdd,/m/0l14qv"
NVo-stvk_QE, 30.000, 40.000, "/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/06w87,/m/0fx80y,/m/0g12c5"
NYk_W6lvK1w, 140.000, 150.000, "/m/01d380,/m/07k1x,/m/0_ksk"
NZ2kFIaW05k, 450.000, 460.000, "/m/0155w,/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/06j6l,/m/09x0r,/m/0b9m1,/m/0fx80y"
NlUf1ppoSG4, 130.000, 140.000, "/m/0155w,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
NnYfF7E12dk, 190.000, 200.000, "/m/018j2,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y"
NoB_4XaZYVs, 180.000, 190.000, "/m/0342h,/m/04rlf,/m/04szw,/m/07kc_,/m/09x0r,/m/0fx80y,/t/dd00125"
NqEDYiPWq2c, 30.000, 40.000, "/m/01swy6,/m/04rlf,/m/04szw"
NufnAnjxQlE, 220.000, 230.000, "/m/01d380,/m/07k1x,/m/0_ksk"
O3Cvn4yXrao, 120.000, 130.000, "/m/015lz1,/m/06cqb"
O84YjlJ_Qw4, 40.000, 50.000, "/m/018j2,/m/01lyv,/m/04rlf,/m/04szw,/m/0fx80y,/m/0l14_3"
OA63sRxGk6o, 170.000, 180.000, "/m/015lz1,/m/0l14jd,/m/0z9c"
ODOrls3MuZI, 190.000, 200.000, "/m/0140xf,/m/015lz1,/m/02mscn,/m/04rlf"
OK27ARgmsbw, 0.000, 10.000, "/m/015lz1,/m/04rlf,/t/dd00005"
OKk1XPqBdCk, 430.000, 440.000, "/m/04fgwm,/m/07k1x,/m/09x0r"
OMiNUyU0Y8s, 30.000, 40.000, "/m/04rlf,/m/04szw,/m/09x0r,/m/0cfdd"
